V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
''224'',"0,0072","-0,020319849","-0,02420289","-0,005735995","-0,016970302","0,015752558","0,004290285","0,060156505","0,006721075"
''225'',"0,0021","-0,050914483","-0,016483857","0,004154303","-0,056698312","-0,008932715","0,000169644","-0,003325882","0,01060798"
''226'',"-0,002","-0,017128109","-0,020037927","-0,023538345","-0,015396974","-0,063541024","-0,053837313","0,010306497","-0,016251006"
''227'',"0,0176","0,008771347","-0,026273111","0,004459899","0,000802676","0,042075405","0,0294956","0,003655914","0,008929995"
''228'',"0,0128","0,01250041","0,017840076","0,026205374","-0,007276647","0,059888889","0,046668242","-0,029216467","-0,00966028"
''229'',"0,0357","-0,091459266","0,018571786","-0,006296296","-0,086530015","-0,050788091","-0,011109784","0,004955401","-0,003068475"
''230'',"-0,0206","0,007887164","-0,019832919",0,"-0,005002943","0,010284262","-0,006444322","-0,000716293","0,026874116"
''231'',"0,0004","0,031084337","-0,053122901","-0,023347483","0,009473838","0,038444444","-0,013624842","-0,016010748","0,003601629"
''232'',"-0,0046","-0,00362757","0,007333333","-0,010494064","0,024733475","0,015209542","0,011373494","-0,059175808","-0,020780051"
''233'',"-0,0113","-0,001834418","-0,016673444","-0,00022985","0,022780942","-0,019522535","-0,056248409","-0,016453713","-0,025405671"
''234'',"0,0159","0,024643846","0,041948052","0,003283696","0,036665329","0,041898247","0,014670846","0,024516432","-0,036527353"
''235'',"-0,0169","0,030820573","-0,019260044","-0,000305553","0,042045892","0,017742782","-0,025406948","0,019597671","-0,066111212"
''236'',"-0,0099","0,021356985","-0,057386801","-0,025217323","0,039285714","0,013464526","-0,046474704","0,007323911","0,056884182"
''237'',"0,0022","-0,011071903","-0,012040513","0,035792494","0,005145798","0,000931291","0,012358804","-0,014276595","0,006955047"
''238'',"0,0192","-0,071567335","0,001626361","-0,003409608","-0,049100257","-0,010772932","0,007229742","-0,073716351","0,011403656"
''239'',"0,0054","-0,014678447","-0,004831604","-0,010566616","-0,022070415","-0,003463476","-0,012070393","-0,045608548","-0,023866758"
''240'',"-0,0063","0,035544541","0,003469518","0,025373134","0,027220447","0,017731959","0,043865696","0,047890819","0,022818792"
''241'',"-0,0307","-0,001904762","-0,013854989","0,000372995","0,005465175","0,029029029","-0,053785718","-0,070100903","0,000503102"
''242'',"-0,0196","0,02970297","-0,003385435","0,009238729","0,015761821","0,024509325","-0,008465838","0,04313028","0,038070657"
''243'',"0,0063","-0,026075178","0,009489155","0,010675636","-0,0213364","0,007751187","0,014756991","0,013596491","0,029130775"
''244'',"0,0186","0,050421249","0,022457804","0,020624463","0,049082736","0,010165915","0,034459616","-0,015848768","-0,008370183"
''245'',"-0,0055","0,014482649","-0,019047619","-0,014604374","0,018249046","-0,007439614","-0,047252183","-0,001402256","0,059976247"
''246'',"0,0091","0,027550926","0,01985371","-0,146630009","0,023526671","0,021091459","0,0273191","0,014571949","-0,011867207"
''247'',"0,0431","-0,030126984","0,020136519","0,015986227","-0,017178059","-0,008585329","0,014715026","0,042403464","-0,026681061"
''248'',"0,0272","-0,063686094","-0,002806489","-0,009851809","-0,043386897","-0,01776699","0,005513475","0,002639472","0,07358194"
''249'',"-0,0234","0,016178864","-0,039120848","-0,037714777","0,034145177","-0,018088366","-0,064855967","-0,041094179","-0,014494854"
''250'',"0,0084","-0,023843537","-0,004716644","-0,005963184","-0,013062409","0,006481391","-0,03132162","0,008974438","0,005907781"
''251'',"0,0077","0,020620274","0,034965517","0,021479915","-0,001332203","-0,000294695","-0,001672146","-0,011013078","-0,00872093"
''252'',"-0,0129","0,001463593","0,031331418","0,020785028","-0,012756041","0,023313825","-0,009383225","0,013213955","-0,005406985"
''253'',"0,0051","0,019791327","0,005051512","-0,009530179","0,014028298","-0,016580513","0,027703605","-0,033635435","0,026046114"
''254'',"0,0299","0,003152729","-0,003334445","0,044186976","0,007442084","-0,00499902","0,000722664","0,010421272","-0,044137316"
''255'',"-0,0104","-0,03051313","-0,03563782","-0,039106609","-0,042287001","-0,028427419","-0,068198688","-0,018657917","0,003553976"
''256'',"0,011","0,052401054","-0,023106275","-0,012866874","0,042754491","0,024773889","0,024163407","-0,049493585","0,095620731"
''257'',"-0,0039","0,021491351","0,061102634","0,028513072","0,023163313","0,003624253","0,051759664","-0,065467626","-0,066409597"
''258'',"0,0101","0,01069223","-0,011271385","-0,019745064","0,013160933","0,008834951","-0,020609017","-0,023337996","0,027364912"
''259'',"0,0134","-0,073626917","0,011145757","0,021521154","-0,026546575","0,004349928","0,025200897","0,051267724","0,021210061"
''260'',"0,0101","-0,038256045","-0,022591588","0,002682927","-0,02266392","-0,036573146","-0,01402439","0,014455841","0,009694358"
''261'',"-0,0015","0,051088723","0,042732822","0,029968454","0,061639941","0,035282745","0,033018868","0,061502681","-0,008418194"
''262'',"0,0052","0,068676413","-0,018386243","-0,028302652","0,053905746","0,003851709","-0,01396815","0,013007715","-0,008489662"
''263'',"0,0204","-0,018998859","-0,005452853","0,008283738","-0,014185945","0,034761595","0,005916201","-0,008553055","0,000820906"
''264'',"0,0053","-0,032513853","0,007851158","0,019555275","-0,031981982","-0,04547663","0,018403118","0,079881657","-0,024530418"
''265'',"-0,0058","-0,075595136","0,022822513","0,030946741","-0,054381382","-0,015993682","0,0240677","0,001359097","0,010129041"
''266'',"0,0012","0,001299901","-0,003104184","-0,021225127","-0,009953232","0,06212963","-0,015292047","0,027860754","-0,015070423"
''267'',"0,0027","-0,008834593","-0,007361564","0,002801338","-0,021936275","-0,005773887","0,015291074","-0,014452214","-0,047661207"
''268'',"-0,0141","-0,023922261","-0,015883521","-0,01790099","-0,06736429","-0,009685002","-0,05849811","-0,009293024","-0,007432734"
''269'',"-0,0165","0,002537713","-0,018880647","-0,009515433","0,001175856","-0,02713927","-0,014277778","0,002815249","0,043645152"
''270'',"0,0072","-0,002756768","0,004764781","0,001197987","-0,007370361","0,040585619","0,022907393","0,032239755","-0,052678839"
''271'',"0,0106","0,048941176","0,035533981","0,036846154","0,038592939","0,029932584","0,036304666","-0,026092021","0,058873239"
''272'',"-0,0117","0,005415887","-0,003246753","-0,016339614","0,019965278","-0,001169906","-0,032376529","-0,004034852","-0,050917703"
''273'',"-0,0052","-0,024980297","0,006451613","0,00459144","-0,006993007","-0,012206231","0,007344466","0,030170703","-0,043397683"
''274'',"0,0033","-0,001372542","0,001867474","0,009099321","-0,002252816","0,01516103","0,005014002","-0,0227365","0,015358881"
''275'',"0,02","0,000377307","0,021055286","0,009471433","0,006589581","0,015282686","0,012561888","-0,029620782","-0,005812175"
''276'',"-0,0115","0,00027433","0,017770898","0,022547409","0,017348809","0,014709722","0,010682091","-0,006733602","0,029970326"
''277'',"-0,0251","-0,018902205","-0,033467716","-0,029594896","-0,018795121","-0,018889677","-0,02352","0,005797968","-0,024939173"
''278'',"0,024","-0,014137907","0,004269147","0,026709562","-0,034243048","-0,004006767","0,018144686","0,006650042","-0,011847977"
''279'',"0,0128","-0,0210195","0,0394761","0,019297087","-0,000901946","-0,00483135","0,034433068","0,013356766","0,000153846"
''280'',"-0,0052","-0,032729311","-0,019276357","-0,001690431","-0,044971052","0,032880505","-0,013113746","0,03247747","0,01335762"
''281'',"0,0007","0,013526463","-0,008239512","0,021151079","0,013678619","-0,030035651","0,018724238","0,000849473","0,047288503"
''282'',"-0,009","0,007825642","-0,017145416","-0,005934289","0,021950903","0,000445434","-0,026098618","-0,003067485","-0,028711693"
''283'',"-0,009","0,002225709","-0,029777983","-0,036375909","-0,000519818","0,003108348","-0,031605832","-0,021232162","-0,00208706"
''284'',"0,002","0,001202624","-0,010316826","-0,002481203","0,010289389","0,003627998","0,046618982","0,03206244","-0,012070006"
''285'',"-0,007","0,0671109","-0,006228652","-0,007575758","0,057575758","0,077770524","-0,015061404","0,033117976","-0,022839506"
''286'',"0,0158","-0,027599217","0,010602346","0,011384062","0,027122642","-0,000326531","0,040512833","-0,031876751","0,031245328"
''287'',"-0,0044","0,007317496","-0,000729443","-0,012896374","0,030413903","0,036949686","-0,050090791","0,049419533","0,050532292"
''288'',"0,0266","-0,040974729","0,029476123","0,022831727","-0,009231479","-0,018414732","0,033253085","0,012567703","0,015924012"
''289'',"0,0035","-0,004824609","0,019437082","0,004721853","-0,019049859","0,016535433","0,040842834","-0,003641545","0,018239166"
''290'',"0,0161","0,044073792","0,015898646","-0,008407113","0,025329513","0,03341198","0,000384708","-0,064494382","-0,035207269"
''291'',"0,0038","0,035292543","0,023055454","0,033021583","0,007055878","0,054748201","-0,007021792","-0,005081875","-0,011778225"
''292'',"0,0066","0,007470616","-0,002188982","0,003798466","0,020510534",0,"0,014225702","0,043426596","0,028603321"
''293'',"0,0168","-0,05677193","0,021071429","-0,017130777","-0,03376354",0,"-0,006655614","-0,003577624","-0,027379587"
''294'',"-0,011","-0,013729814","0,026086957","0,012738395","-0,000345821","0,038528049","0,022661093","0,040815265","-0,006928406"
''295'',"-0,0177","-0,006587898","-0,04615198","-0,032778356","-0,016998828","0,016530612","-0,041657494","-0,03889159","-0,007709091"
''296'',"-0,0008","0,031821963","-0,017839506","-0,024676314","0,016147636","-0,050975906","0,016503476","0,024090669","0,002900653"
''297'',"-0,0174","0,000796647","-0,01155167","-0,018698115","0,016002724","0,001641685","0,011204149","0,016843742","-0,012630342"
''298'',"-0,0082","-0,005747927","6,24E-05","-0,016162094","-0,018494972","-0,04248828","-0,014895826","-0,051154936","-0,005463674"
''299'',"0,0087","0,049470199","0,004289711","0,016744186","0,046721763","0,055852185","0,009043279","-0,019834435","0,015697674"
''300'',"0,0043","0,021925705","0,007098765","-0,003891051","0,025346365","0,008981411","0,018134411","0,038052482","-0,03210321"
''301'',"0,0032","0,009971784","0,006439742","0,014570552","0,007673452","0,010948905","-0,006573192","0,007216003","-0,01"
''302'',"-0,0079","0,014597156","0,003727239","0,005642824","0,021278815","-0,011845039","-0,014099029","0,00669337","0,011976048"
''303'',"0,0181","0,003871211","0,005892","0,008468169","-0,019893617","-0,001535241","0,009099981","-0,006257955","0,004470939"
''304'',"-0,0015","0,054656352","0,003269359","0,005264741","0,022462562","0,034561746","-0,013362868","-0,002978723","0,004007719"
''305'',"-0,0094","-0,003403391","-0,019567901","-0,020962912","0,007329411","-0,015253078","-0,019189713","0,041891754","-0,040945612"
''306'',"-0,0029","-0,039602731","-0,003717472","-0,015596974","-0,025947892","-0,008275862","-0,001523753","0,009240091","-0,001082753"
''307'',"0,0014","-0,018492176","0,02952318","0,015961937","-0,010379882","0,051667757","0,008818299","-0,051109224","-0,029458599"
''308'',"-0,0087","-0,031295844","-0,00556261","0,004431202","-0,045185102","-0,017231056","-0,010784724","0,004858984","0,017982799"
''309'',"0,0106","0,006928033","0,003914719","0,009834329","-0,012341486","-0,007844978","0,009439024","-0,00712766","0,033549947"
''310'',"0,0128","-0,003313087","0,042997118","-0,001515266","0,000113212","-0,010981562","0,020614863","0,001328021","0,01238806"
''311'',"-0,0009","-0,041825996","-0,008603651","0,018296765","-0,011335013","-0,018995648","-0,014344213","0,009210526","-0,040857542"
''312'',"-0,0096","0,004413449","0,00058099","-0,004557681","0,004785779","0,004469812","-0,020523726","0,003461659","0,007401696"
''313'',"0,0187","-0,001856415","0,042021484","0,018984094","0,014264855","0,030145391","0,014139099","-0,027207586","-0,019814436"
''314'',"0,0319","0,008566744","0,04339261","0,032411348","0,004027296","0,030205032","0,050439815","0,037392387","-0,011452203"
''315'',"0,0026","0,020197384","-0,000639318","-0,006423983","0,038507045","0,024973198","-0,01095198","-0,019833924","-0,024608866"
''316'',"-0,0193","-0,030302007","-0,031545395","-0,023001095","-0,021760633","-0,096383876","-0,01551843","-0,02332756","-0,018592297"
''317'',"-0,0076","-0,006904997","-0,013535342","-0,012943787","0,000878445","0,005500928","-0,006650559","0,003989218","0,035697135"
''318'',"-0,0316","0,003187197","-0,031129746","-0,044822257","0,006328423","-0,039379646","-0,071820513","-0,011009374","0,003509332"
''319'',"0,007","-0,005146207","-0,002071942","-0,002634434","-0,002625533","-0,032619926","-0,023434015","0,037103123","0,03716787"
''320'',"-0,0396","0,044296788","-0,045301408","-0,046630444","0,024127255","-0,036883991","-0,062808534","-0,02440729","0,0425"
''321'',"0,0015","-0,036704373","-0,017756552","-0,00735234","-0,036860748","0,029411765","-0,000809468","0,011531512","0,004100762"
''322'',"0,0028","-0,030588808","0,037255364","0,028492063","-0,01608368","0,031575919","0,041880616","0,026033849","-0,039269406"
''323'',"0,0031","0,034148965","-0,002659732","-7,94E-05","0,066855584","0,036788139","-0,033356363","-0,014172484","0,000152184"
''324'',"-0,0029","0,020607018","-0,001657688","-0,034655498","0,025667246","-0,020070671","-0,035217715","-0,017790362","-0,000152207"
''325'',"-0,0106","-0,022621693","-0,034290613","-0,024913728","-0,011167408",0,"-0,027092149","0,022354539","-0,005355777"
''326'',"0,0248","-0,024556805","0,028610516","0,016717703","-0,03877551","0,065204466","0,032109439","-0,017213899","-0,006933744"
''327'',"0,0053","-0,011971659","0,006324251","0,018759136","-0,01416122","-0,007454243","0,008767479","0,029793814","-0,00933126"
''328'',"0,0033","0,003443478","-0,017806653","-0,01233147","0,032258065","-0,035421404","-0,001835795","0,046683047","-0,010688463"
''329'',"-0,0099","0,032051714","-0,088747708","-0,012401165","0,080724876","0,011175468","-0,052182699","0,016100179","-0,010161956"
''330'',"-0,0079","-0,007975023","0,019459251","-0,02046883","-0,034901214","0,008445946","0,013311831","-0,01173996","-0,024231582"
''331'',"0,0042","-0,030278662","-0,007049541","0,0111699","-0,034443407","0,016937894","0,005685131","0,002780488","-0,065499913"
''332'',"0,045","-0,007538662","0,021640091","0,028","-0,036563071","0,005285761","0,021788729","0,007648369","0,024014882"
''333'',"0,0012","0,023797242","0,02690721","0,017248295","0,006729331","0,050680549","0,030551024","-0,010072365","-0,013367609"
''334'',"-0,0128","0,018695373","-0,002530864","0,005743001","0,010359408","0,031115163","-0,029781055","-0,051624846","0,00290499"
''335'',"0,0099","-0,012540149","0,037947622","0,010184747","-0,017204301","0,018022319","0,048981913","-0,018753274","0,035914333"
''336'',"-0,0193","0,019761522","-0,022094082","-0,008841099","0,035569843","-0,0242039","-0,023443995","0,007177033","-0,003803539"
''337'',"0,0004","0,049746968","0,022313216","0,007509881","0,090283019","0,042656524","-0,007032427","-0,043468823","-0,016302521"
''338'',"0,0243","0,009458054","-0,002617957","-0,003649635","0,006653547","-0,035757576","-0,002461814","-0,014032578","0,000671817"
''339'',"0,0012","0,061568047","-0,01246988","-0,016861638","0,06073409","-0,007756673","0,00178721","0,011800533","-0,000336022"
''340'',"-0,0914","0,014577259","-0,075826312","-0,043262352","0,041993423","-0,090951493","-0,091801579","0,000489184","0,002346631"
''341'',"0,0172","-0,056685151","0,002907916","0,000336559","-0,047337278","0,007407407","0,009452766","-0,002342686","0,027229741"
''342'',"-0,0166","-0,008701057","-0,004935385","-0,047136564","-0,025262586","-0,05","-0,039166457","-0,017010195","-0,024215097"
''343'',"-0,0394","0,008870272","-0,040051331","-0,039758153","0,005940594","-0,01773977","-0,068150582","-0,016330668","0,016425756"
''344'',"-0,0368","-0,168880729","-0,084768115","0,025357143","-0,204727825","-0,135098275","-0,06284961","-0,001296871","-0,009116526"
''345'',"0,0326","0,019727555","0,042444226","0,009375553","0,034446655","0,024647887","0,054792214","-0,039139861","0,028971511"
''346'',"0,0404","0,069364162","0,009106708","0,028610705","0,042026078","0,026137316","0,006125113","-0,014142254","-0,059335038"
''347'',"-0,0166","0,042003587","0,01627573","0,0143958","0,048664122","0,010107868","0,014935707","0,033038382","0,016599598"
''348'',"-0,0173","0,033951368","-0,082784154","-0,030633618","0,025660097","-0,06056","-0,036285363","0,006791075","0,027079935"
''349'',"-0,0669","0,016853933","-0,051627472","-0,017584369","0,032733813","0,113475177","-0,007330924","-0,042477244","-0,006898817"
''350'',"-0,0996","-0,017111942","-0,122062036","-0,06851395","-0,024129674","-0,176568758","-0,088202247","0,035960083","0,030573248"
''351'',"0,0278","-0,104876083","0,048470236","0,081415621","-0,0582846","0,009586777","0,042014998","-0,007453631","-0,015852475"
''352'',"-0,0345","0,025780279","-0,041565639","-0,02501787","0,027948839","0,017059301","-0,080438828","-0,04979983","-0,036031507"
''353'',"-0,1523","-0,117995611","-0,255080969","-0,075636713","-0,182235663","-0,278828174","-0,153925296","-0,026909182","-0,069546514"
''354'',"0,0238","-0,027433296","0,046528497","-0,033472388","-0,123018868","0,030321346","0,050501189","0,036490217","0,020196698"
''355'',"-0,0866","-0,097002927","-0,085001124","-0,126174497","-0,070995554","-0,230111524","-0,019044321","-0,01715402","0,02899045"
''356'',"0,0207","0,201047396","0,053829787","-0,079449408","0,150394872","-0,065768621","0,132341896","-0,044573396","0,021851543"
''357'',"-0,1353","-0,059240135","-0,05915493","-0,005341102","-0,02067757","-0,314583333","0,081317923","-0,00525641","0,004814077"
''358'',"-0,0882","-0,116160436","0,035326087","-0,02975","-0,256421547","-0,000694927","-0,082863227","-0,023286323","0,0307321"
''359'',"0,0865","0,026166098","0,042663892","0,012345679","0,112197029","0,046546298","0,076203624","0,008777633","-0,010240572"
''360'',"-0,055","0,049866686","-0,098662399","-0,026876268","0,042425755","-0,087747748","-0,149984124","-0,025470063","0,029346797"
''361'',"0,1389","0,12304095","0,129651741","0,0978957","0,121175567","0,169907269","0,082847991","-0,001134771","0,01766894"
''362'',"0,0714","0,125987296","-0,005","0,082861338","0,143755869","0,148497198","0,047599237","0,04213555","-0,0114438"
''363'',"0,0237","0,070561359",0,"0,006875","0,065461565","0,028458302","0,034896949","-0,009488156","-0,012378987"
''364'',"0,0169","-0,167345838","0,00990099","0,001663894","-0,18068794","-0,066789863","-0,05768278","-0,021359351","0,006778058"
''365'',"0,0282","0,012983172","0,006687648","0,018975719","0,033640368","-0,002248975","0,004123348","-0,002909091","0,0064213"
''366'',"0,0354","-0,059603272","-0,008930343","0,00979897","-0,082358041","0,001980459","-0,013175748","-0,002252998","-0,041598695"
''367'',"-0,0296","-0,0728911","-0,01490433","0,013060818","-0,051144777","-0,082","-0,01511472","-0,022425474","-0,01322314"
''368'',"0,0101","0,099242883","0,023118544","0,088016003","0,09718223","0,090081893","0,07620961","0,028244124","-0,025249958"
''369'',"-0,0483","0,049401198","-0,0165","-0,04335452","0,036369042","0,013717949","0,009551288","-0,015986622","0,037985002"
''370'',"0,0475","0,028635347","0,029126214","0,022261386","0,051597744","0,103448276","0,054913023","0,000735245","-0,008384021"
''371'',"0,0598","0,013108873","0,105902778","0,026722037","0,01663586","0,129825965","0,079141051","0,010581311","0,014898785"
''372'',"-0,0053","-0,02998863","-0,02765388","-0,031858407","-0,03362629","-0,042001042","-0,05553863","-0,013064451","0,008032129"
''373'',"0,0361","0,075159705","0,079638752","0,019634703","0,072643515","0,074734812","0,045813953","0,010540272","0,027799469"
''374'',"0,018","0,154313028","0,064444274","-0,005048187","0,163294048","0,173178122","-0,008945593","0,058246972","-0,036251821"
''375'',"-0,0527","-0,045292928","-0,053317152","0,003475716","-0,049474912","-0,079531761","-0,072169811","-0,078580567","-0,060772532"
''376'',"-0,0125","-0,011542078","0,028454645","0,006090909","-0,020400064","-0,082758621","0,031137652","-0,043933643","-0,035003554"
''377'',"0,0525","-0,031747957","0,034016705","0,035933392","-0,047389425","0,006481481","0,044344155","-0,005868628","0,050927487"
''378'',"-0,0126","0,021036636","-0,053262956","-0,00795053","0,018763257","0,041788661","-0,025223881","0,020160732","0,006034194"
''379'',"-0,0492","0,007142857","-0,057152519","-0,072884087","-0,001552414","-0,157424522","-0,057349367","0,053321965","-0,016008174"
''380'',"0,0113","0,081500087","0,027462588","-0,03127749","0,083907186","0,038127222","0,024087479","0,011539708","-0,013812155"
''381'',"0,0421","0,06068988","0,059542221","0,042310212","0,148719256","0,06871493","0,09209128","-0,005606624","0,032732131"
''382'',"0,0021","0,051323609","-0,007793017","-0,002439711","0,005701977","0,012355774","-0,030935563","-0,050616438","-0,020276027"
"""383""","0,0115","-0,102488832","-0,01905972","-0,048710884","-0,092469546","-0,085931334","-0,012168787","-0,006896552","0,003565365"
''384'',"0,0387","-0,011468038","0,079733976","0,069754669","-0,020411046","0,110565111","0,032223446","0,045927096","-0,006837607"
''385'',"-0,0538","-0,000150635","-0,003667571","-0,013264076","0,001621774","-0,015686275","-0,003912563","-0,004295249","-0,040184922"
''386'',"-0,0432","0,027478392","-0,048047355","-0,010497704","0,055352028","-0,058490566","-0,00512952","-0,002318188","0,007412637"
''387'',"-0,0063","-0,049968138","0,020481928","0,014228957","-0,0565095","-0,029226138","0,024681064","-0,042967671","-0,035642479"
''388'',"0,0196","0,044269904","0,014324946","-0,021037736","0,033004423","0,023143318","0,005225614","0,008017543","-0,004959589"
''389'',"0,0399","-0,018001069","-0,00037125","0,023041475","-0,009896227","-0,004095238","0,000883978","0,033640156","-0,033998101"
''390'',"0,034","0,040788286","-0,020844387","0,036839769","0,04414373","0,030739407","0,003660584","-0,048389336","-0,027317073"
''391'',"-0,0792","-0,034318924","-0,014846154","-0,070105443","-0,031158979","-0,076624925","-0,032216824","0,048361522","-0,012645722"
''392'',"0,0025","0,019527919","0,041721952","-0,021642081","0,022576801","0,072968491","0,035643836","0,048469227","0,021083172"
'393'',"-0,0314","-0,028446155","-0,015951472","0,019600381","0,00171844","-0,034206765","0,017285014","-0,017722329","-0,020730503"
''394'',"-0,0167","0,041807562","-0,044835681","-0,037102822","0,023618998","-0,045526997","-0,012153913","0,055474982","-0,041324013"
''395'',"0,0538","0,034183128","0,053333333","0,022852184","0,011419458","0,089688945","0,053275199","-0,008470961","-0,029853906"
''396'',"0,0933","-0,006514593","0,090909091","0,054948059","-0,011290323","0,086412593","0,084551617","0,001885645","-0,000635593"
''397'',"0,006","0,011130812","0,012567325","0,017722879","0,010153905","0,046226788","0,039951931","0,094364568","0,005059022"
''398'',"0,0042","-0,049020418","0,038365624","0,012638091","-0,03963617","-0,020646826","-0,020217909","-0,034358974","0,021250258"
''399'',"-0,0367","-0,087077642","-0,020689205","-0,021485962","-0,074859059","-0,040533736","-0,005302202","0,02494583","0,027878059"
''400'',"-0,0283","0,027718923","-0,004655432","-0,017638953","0,01924692","-0,051071712","0,018667701","-0,010271666","-0,007272727"
''401'',"0,0119","-0,045323774","0,016001032","0,051416122","-0,022616662","0,009868996","0,020059934","-0,018057143","-0,053191489"
''402'',"0,0117","-0,033899906","0,027544234","0,010775862","-0,054490566","-0,025526198","-0,037109194","-0,011560694","-0,029121962"
''403'',"0,0234","-0,031434902","0,002753097","0,023322388","-0,034348165","-0,023654534","-0,004917842","-0,009865157","-0,00197455"
''404'',"0,0291","0,029354069","0,026437622","0,023995398","0,044671489","0,09747621","0,04790964","0,04317471","0,020206363"
''405'',"-0,0009","0,003274441","0,0272","0,01807472","0,021954778","-0,032200205","0,049924102","-0,042870457","-0,018165901"
''406'',"0,0067","0,003521127","0,019465427","-0,007315289","-0,009721608","0,026118782","-0,002917918","0,020873731","0,035058078"
''407'',"0,0238","0,036482483","0,038547486","0,041523839","0,022532575","0,064435798","0,012651357","0,00431573","-0,027114967"
''408'',"0,0169","-0,065373494",0,"0,014056379","-0,094210319","-0,022275259","-0,018650448","0,00676819","-0,006550218"
''409'',"-0,0121","0,004581325","-0,031224795","-0,014810196","-0,008740564","-0,006646913","0,012433057","0,027107112","0,05819453"
''410'',"0,0443","-0,079043404","0,018989488","0,049703704","-0,04875","0,032015504","0,038663436","-0,045133911","0,087617261"
''411'',"-0,001","0,029586839","0,003042596","0,021668237","0,030694669","0,006392975","0,023192522","-0,019528738","0,015878877"
''412'',"-0,0023","0,036376398","-0,019941383","0,007266187","0,040681906","0,0319141","-0,028832302","-0,052362786","0,012939676"
''413'',"-0,0074","-0,040467377","-0,002881678","-0,018315018","-0,023394132","-0,117583333","0,030166476","0,032561462","0,01737106"
''414'',"-0,0252","0,101418777","-0,014678363","-0,00286533","0,08933343","-0,012829169","0,013281038","-0,013697804","0,011506461"
''415'',"0,0206","-0,033174358","0,007660167","0,007799971","-0,04450479","0,016191979","-0,003781087","0,023740795","-0,001595745"
''416'',"-0,0281","-0,045333464","-0,032536401","-0,004981685","-0,040989399","-0,054830516","-0,011254114","-0,003191301","-0,019522777"
''417'',"0,0306","0,033356169","0,020598592","0,048382599","0,044277674","0,02","0,010106331","-0,034923547","-0,004904632"
''418'',"-0,0094","-0,003579896","-0,000176087","-0,033652807","-0,002633559","-0,013925152","-0,001015565","0,009691096","0,000363174"
''419'',"0,013","0,067598037","-0,004066478","0,019015976","0,075606872","0,02684848","-0,039169525","-0,012945579","-0,034761368"
''420'',"-0,0037","0,036587444","-0,005511111","-0,035047926","0,030742264","-0,020836936","-0,005940958","-0,028328076","0,024560117"
''421'',"0,0293","0,056994819","0,053030303","0,009709441","0,060369948","0,051967213","0,035407641","0,001574803","-0,053485229"
''422'',"-0,0194","-0,001407771","-0,018343905","-0,049266327","-0,013807719","-0,065502183","-0,035122409","0,005575044","0,025037651"
''423'',"0,0033","-0,018308417","-0,037777251","0,022735716","-0,015323422","0,018599469","-0,007744454","-0,035010373","-0,00472858"
''424'',"-0,0068","-0,002298945","-0,00656638","-0,025838415","0,001822442","-0,023421053","-0,031355932","0,00829422","0,006016168"
''425'',"0,0077","0,008829753","-0,000956023","0,005080761","0,023267641","0,03764984","-0,02284055","-0,001545496","0,002812148"
''426'',"0,0086","0,027828873","0,010582323","-0,010962895","0,030329183","-0,021206897","0,003541352","0,043309512","0,023792094"
''427'',"-0,0343","-0,024934623","-0,021190534","-0,029274836","-0,022953714","-0,03534452","-0,050899766","-0,008198758","-0,00478117"
''428'',"0,0196","0,023652126","0,034112776","0,015536394","0,022860312","0,038200704","0,056805291","0,008009858","-0,005175601"
''429'',"-0,0226","-0,017910748","-0,023943157","-0,002960654","-0,009580093","-0,015074939","-0,03709212","-0,002780352","-0,034021407"
''430'',"0,0171","0,010052055","0,032522673","0,060945274","0,005567584","0,042789223","0,031182796","-0,021715801","-0,000382409"
''431'',"0,0072","0,043148855","0,009384835","-0,004114017","0,045637029","0,038186923","0,03125","0,004399472","-0,010628019"
''432'',"0,0083","0,027919488","0,018919829","-0,017111261","0,021490468","0,087281248","-0,008022176","-0,026516129","0,053757543"
''433'',"0,0064","-0,015160075","-0,025269096","-0,004880613","0,014180762","0,02254509","-0,016805108","-0,011221294","0,039177793"
''434'',"0,0129","-0,010197093","-0,018406706","-0,028893696","0,009756373","-0,009318789","-0,011381306","-0,042721088","-0,042299945"
''435'',"0,0184","0,002504934","0,041198291","0,036618041","0,010601495","-0,007716386","0,088162896","0,033403472","-0,002570222"
''436'',"-0,0116","-0,003293795","-0,00146347","-0,000223331","0,018832804","0,018855796","-0,009141313","0,016554578","0,022433597"
''437'',"-0,0004","-0,016744744","0,013","-0,01129263","0,000820524","0,042142711","0,014704731","-0,001295001","-0,000718391"
''438'',"-0,0114","0,028619782","0,000444247","0,020716603","0,020835565","-0,022167832","0,00304521","-0,043443011","-0,030157262"
''439'',"0,0052","0,006222787","0,01022315","-0,001994534","0,027148142","-0,005838081","0,004972419","-0,021533577","-0,031291738"
''440'',"0,0059","0,038245179","0,012912326","-0,018815383","0,032711694","0,039456793","0,014037574","-0,034189864","-0,017669903"
''441'',"-0,0072","-0,030026472","-0,009972603","0,026165347","-0,014729951","-0,01711105","-0,005720339","-0,031360424","-0,006252442"
''442'',"-0,0085","-0,003138347","0,008152174","0,007709091","0,033419023","0,013758048","0,027387509","-0,030183528","-0,018507463"
''443'',"0,0214","0,038032119","0,011443615","0,003623188","0,016960684","0,040637191","0,011444444","-0,013372272","-0,011066398"
''444'',"0,0029","0,030465205","0,001662733","-0,007887818","0,020142857","0,007741935","1,85E-05","-0,024324963","-0,037578288"
